#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   179   0.509049E+04  -0.344649E+02   0.172262E-03  -0.344649E+02   0.771265E+00  -0.619470E-06   0.172262E-03  -0.619470E-06   0.570191E-07
   180   0.511300E+04  -0.337346E+02   0.170766E-03  -0.337346E+02   0.761144E+00  -0.609325E-06   0.170766E-03  -0.609325E-06   0.566950E-07
   181   0.513498E+04  -0.329788E+02   0.169290E-03  -0.329788E+02   0.751182E+00  -0.598587E-06   0.169290E-03  -0.598587E-06   0.563738E-07
   182   0.515650E+04  -0.321959E+02   0.167833E-03  -0.321959E+02   0.741452E+00  -0.587289E-06   0.167833E-03  -0.587289E-06   0.560554E-07
   183   0.517750E+04  -0.313874E+02   0.166396E-03  -0.313874E+02   0.731880E+00  -0.575465E-06   0.166396E-03  -0.575465E-06   0.557398E-07
   184   0.519812E+04  -0.305525E+02   0.164976E-03  -0.305525E+02   0.722539E+00  -0.563149E-06   0.164976E-03  -0.563149E-06   0.554269E-07
   185   0.521828E+04  -0.296936E+02   0.163574E-03  -0.296936E+02   0.713575E+00  -0.550375E-06   0.163574E-03  -0.550375E-06   0.551167E-07
   186   0.523763E+04  -0.288075E+02   0.162190E-03  -0.288075E+02   0.704849E+00  -0.537175E-06   0.162190E-03  -0.537175E-06   0.548093E-07
   187   0.525682E+04  -0.278959E+02   0.160822E-03  -0.278959E+02   0.696499E+00  -0.523584E-06   0.160822E-03  -0.523584E-06   0.545045E-07
   188   0.527549E+04  -0.269602E+02   0.159470E-03  -0.269602E+02   0.688511E+00  -0.509636E-06   0.159470E-03  -0.509636E-06   0.542023E-07
   189   0.529356E+04  -0.259989E+02   0.158134E-03  -0.259989E+02   0.680921E+00  -0.495363E-06   0.158134E-03  -0.495363E-06   0.539027E-07
   190   0.531148E+04  -0.250142E+02   0.156813E-03  -0.250142E+02   0.673779E+00  -0.480800E-06   0.156813E-03  -0.480800E-06   0.536057E-07
   191   0.532851E+04  -0.240032E+02   0.155507E-03  -0.240032E+02   0.667107E+00  -0.465981E-06   0.155507E-03  -0.465981E-06   0.533113E-07
   192   0.534517E+04  -0.229682E+02   0.154214E-03  -0.229682E+02   0.660928E+00  -0.450939E-06   0.154214E-03  -0.450939E-06   0.530194E-07
   193   0.536123E+04  -0.219105E+02   0.152935E-03  -0.219105E+02   0.655284E+00  -0.435708E-06   0.152935E-03  -0.435708E-06   0.527299E-07
   194   0.537693E+04  -0.208281E+02   0.151669E-03  -0.208281E+02   0.650204E+00  -0.420321E-06   0.151669E-03  -0.420321E-06   0.524429E-07
   195   0.539203E+04  -0.197230E+02   0.150415E-03  -0.197230E+02   0.645726E+00  -0.404812E-06   0.150415E-03  -0.404812E-06   0.521583E-07
   196   0.540654E+04  -0.185946E+02   0.149173E-03  -0.185946E+02   0.641885E+00  -0.389215E-06   0.149173E-03  -0.389215E-06   0.518762E-07
   197   0.542061E+04  -0.174444E+02   0.147942E-03  -0.174444E+02   0.638724E+00  -0.373564E-06   0.147942E-03  -0.373564E-06   0.515963E-07
   198   0.543417E+04  -0.162716E+02   0.146722E-03  -0.162716E+02   0.636266E+00  -0.357892E-06   0.146722E-03  -0.357892E-06   0.513189E-07
   199   0.544721E+04  -0.150770E+02   0.145512E-03  -0.150770E+02   0.634548E+00  -0.342233E-06   0.145512E-03  -0.342233E-06   0.510437E-07
   200   0.545974E+04  -0.138613E+02   0.144312E-03  -0.138613E+02   0.633596E+00  -0.326620E-06   0.144312E-03  -0.326620E-06   0.507708E-07
   201   0.547169E+04  -0.126238E+02   0.143121E-03  -0.126238E+02   0.633472E+00  -0.311082E-06   0.143121E-03  -0.311082E-06   0.505002E-07
   202   0.548312E+04  -0.113660E+02   0.141939E-03  -0.113660E+02   0.634180E+00  -0.295623E-06   0.141939E-03  -0.295623E-06   0.502317E-07
   203   0.549396E+04  -0.100870E+02   0.140766E-03  -0.100870E+02   0.635780E+00  -0.280245E-06   0.140766E-03  -0.280245E-06   0.499655E-07
   204   0.550414E+04  -0.878990E+01   0.139602E-03  -0.878990E+01   0.638292E+00  -0.264946E-06   0.139602E-03  -0.264946E-06   0.497015E-07
   205   0.551381E+04  -0.747243E+01   0.138447E-03  -0.747243E+01   0.641761E+00  -0.249726E-06   0.138447E-03  -0.249726E-06   0.494397E-07
   206   0.552282E+04  -0.613583E+01   0.137301E-03  -0.613583E+01   0.646223E+00  -0.234585E-06   0.137301E-03  -0.234585E-06   0.491800E-07
   207   0.553131E+04  -0.478055E+01   0.136163E-03  -0.478055E+01   0.651699E+00  -0.219522E-06   0.136163E-03  -0.219522E-06   0.489224E-07
   208   0.553907E+04  -0.340708E+01   0.135035E-03  -0.340708E+01   0.658240E+00  -0.204538E-06   0.135035E-03  -0.204538E-06   0.486670E-07
   209   0.554624E+04  -0.201580E+01   0.133914E-03  -0.201580E+01   0.665868E+00  -0.189632E-06   0.133914E-03  -0.189632E-06   0.484136E-07
   210   0.555282E+04  -0.607571E+00   0.132803E-03  -0.607571E+00   0.674633E+00  -0.174804E-06   0.132803E-03  -0.174804E-06   0.481624E-07
   211   0.555882E+04   0.817542E+00   0.131700E-03   0.817542E+00   0.684565E+00  -0.160053E-06   0.131700E-03  -0.160053E-06   0.479132E-07
   212   0.556408E+04   0.225862E+01   0.130606E-03   0.225862E+01   0.695693E+00  -0.145379E-06   0.130606E-03  -0.145379E-06   0.476660E-07
   213   0.556882E+04   0.371572E+01   0.129520E-03   0.371572E+01   0.708059E+00  -0.130782E-06   0.129520E-03  -0.130782E-06   0.474208E-07
   214   0.557290E+04   0.518764E+01   0.128443E-03   0.518764E+01   0.721656E+00  -0.116262E-06   0.128443E-03  -0.116262E-06   0.471777E-07
   215   0.557639E+04   0.667366E+01   0.127374E-03   0.667366E+01   0.736676E+00  -0.101818E-06   0.127374E-03  -0.101818E-06   0.469365E-07
   216   0.557922E+04   0.817431E+01   0.126313E-03   0.817431E+01   0.752932E+00  -0.874508E-07   0.126313E-03  -0.874508E-07   0.466973E-07
   217   0.558153E+04   0.968758E+01   0.125260E-03   0.968758E+01   0.770580E+00  -0.731591E-07   0.125260E-03  -0.731591E-07   0.464601E-07
   218   0.558319E+04   0.112137E+02   0.124216E-03   0.112137E+02   0.789618E+00  -0.589429E-07   0.124216E-03  -0.589429E-07   0.462247E-07
   219   0.558425E+04   0.127537E+02   0.123180E-03   0.127537E+02   0.810046E+00  -0.448021E-07   0.123180E-03  -0.448021E-07   0.459913E-07
   220   0.558472E+04   0.143031E+02   0.122152E-03   0.143031E+02   0.832011E+00  -0.307362E-07   0.122152E-03  -0.307362E-07   0.457598E-07
   221   0.558460E+04   0.158641E+02   0.121132E-03   0.158641E+02   0.855438E+00  -0.167451E-07   0.121132E-03  -0.167451E-07   0.455301E-07
   222   0.558389E+04   0.174352E+02   0.120120E-03   0.174352E+02   0.880474E+00  -0.282852E-08   0.120120E-03  -0.282852E-08   0.453023E-07
   223   0.558245E+04   0.190173E+02   0.119116E-03   0.190173E+02   0.907045E+00   0.110139E-07   0.119116E-03   0.110139E-07   0.450763E-07
   224   0.558056E+04   0.206066E+02   0.118120E-03   0.206066E+02   0.935150E+00   0.247824E-07   0.118120E-03   0.247824E-07   0.448521E-07
   225   0.557801E+04   0.222061E+02   0.117132E-03   0.222061E+02   0.964936E+00   0.384773E-07   0.117132E-03   0.384773E-07   0.446298E-07
   226   0.557486E+04   0.238120E+02   0.116151E-03   0.238120E+02   0.996403E+00   0.520987E-07   0.116151E-03   0.520987E-07   0.444092E-07
   227   0.557106E+04   0.254260E+02   0.115179E-03   0.254260E+02   0.102955E+01   0.656471E-07   0.115179E-03   0.656471E-07   0.441903E-07
   228   0.556673E+04   0.270464E+02   0.114214E-03   0.270464E+02   0.106437E+01   0.791226E-07   0.114214E-03   0.791226E-07   0.439732E-07
   229   0.556182E+04   0.286719E+02   0.113256E-03   0.286719E+02   0.110095E+01   0.925256E-07   0.113256E-03   0.925256E-07   0.437578E-07
   230   0.555624E+04   0.303031E+02   0.112306E-03   0.303031E+02   0.113928E+01   0.105856E-06   0.112306E-03   0.105856E-06   0.435442E-07
   231   0.554999E+04   0.319395E+02   0.111364E-03   0.319395E+02   0.117943E+01   0.119115E-06   0.111364E-03   0.119115E-06   0.433322E-07
   232   0.554323E+04   0.335794E+02   0.110429E-03   0.335794E+02   0.122133E+01   0.132302E-06   0.110429E-03   0.132302E-06   0.431218E-07
   233   0.553588E+04   0.352214E+02   0.109502E-03   0.352214E+02   0.126520E+01   0.145418E-06   0.109502E-03   0.145418E-06   0.429131E-07
   234   0.552778E+04   0.368662E+02   0.108581E-03   0.368662E+02   0.131090E+01   0.158462E-06   0.108581E-03   0.158462E-06   0.427060E-07
   235   0.551917E+04   0.385125E+02   0.107669E-03   0.385125E+02   0.135849E+01   0.171435E-06   0.107669E-03   0.171435E-06   0.425006E-07
   236   0.550989E+04   0.401601E+02   0.106763E-03   0.401601E+02   0.140797E+01   0.184338E-06   0.106763E-03   0.184338E-06   0.422967E-07
   237   0.550002E+04   0.418076E+02   0.105865E-03   0.418076E+02   0.145942E+01   0.197171E-06   0.105865E-03   0.197171E-06   0.420944E-07
   238   0.548956E+04   0.434551E+02   0.104974E-03   0.434551E+02   0.151291E+01   0.209933E-06   0.104974E-03   0.209933E-06   0.418936E-07
   239   0.547858E+04   0.451018E+02   0.104090E-03   0.451018E+02   0.156830E+01   0.222625E-06   0.104090E-03   0.222625E-06   0.416944E-07
   240   0.546686E+04   0.467454E+02   0.103213E-03   0.467454E+02   0.162565E+01   0.235248E-06   0.103213E-03   0.235248E-06   0.414967E-07
   241   0.545470E+04   0.483868E+02   0.102343E-03   0.483868E+02   0.168511E+01   0.247802E-06   0.102343E-03   0.247802E-06   0.413004E-07
   242   0.544194E+04   0.500252E+02   0.101479E-03   0.500252E+02   0.174653E+01   0.260287E-06   0.101479E-03   0.260287E-06   0.411057E-07
   243   0.542859E+04   0.516591E+02   0.100623E-03   0.516591E+02   0.181007E+01   0.272703E-06   0.100623E-03   0.272703E-06   0.409124E-07
   244   0.541464E+04   0.532893E+02   0.997739E-04   0.532893E+02   0.187564E+01   0.285050E-06   0.997739E-04   0.285050E-06   0.407205E-07
   245   0.540010E+04   0.549128E+02   0.989313E-04   0.549128E+02   0.194332E+01   0.297330E-06   0.989313E-04   0.297330E-06   0.405301E-07
   246   0.538505E+04   0.565311E+02   0.980955E-04   0.565311E+02   0.201310E+01   0.309541E-06   0.980955E-04   0.309541E-06   0.403410E-07
   247   0.536947E+04   0.581420E+02   0.972663E-04   0.581420E+02   0.208492E+01   0.321685E-06   0.972663E-04   0.321685E-06   0.401533E-07
   248   0.535330E+04   0.597455E+02   0.964437E-04   0.597455E+02   0.215915E+01   0.333762E-06   0.964437E-04   0.333762E-06   0.399670E-07
   249   0.533668E+04   0.613409E+02   0.956278E-04   0.613409E+02   0.223525E+01   0.345771E-06   0.956278E-04   0.345771E-06   0.397821E-07
   250   0.531948E+04   0.629267E+02   0.948183E-04   0.629267E+02   0.231369E+01   0.357714E-06   0.948183E-04   0.357714E-06   0.395984E-07
   251   0.530182E+04   0.645037E+02   0.940153E-04   0.645037E+02   0.239415E+01   0.369590E-06   0.940153E-04   0.369590E-06   0.394161E-07
   252   0.528350E+04   0.660703E+02   0.932187E-04   0.660703E+02   0.247687E+01   0.381401E-06   0.932187E-04   0.381401E-06   0.392350E-07
   253   0.526488E+04   0.676251E+02   0.924285E-04   0.676251E+02   0.256161E+01   0.393146E-06   0.924285E-04   0.393146E-06   0.390553E-07
   254   0.524566E+04   0.691682E+02   0.916445E-04   0.691682E+02   0.264869E+01   0.404827E-06   0.916445E-04   0.404827E-06   0.388768E-07
   255   0.522593E+04   0.706994E+02   0.908668E-04   0.706994E+02   0.273779E+01   0.416443E-06   0.908668E-04   0.416443E-06   0.386995E-07
   256   0.520575E+04   0.722189E+02   0.900953E-04   0.722189E+02   0.282930E+01   0.427997E-06   0.900953E-04   0.427997E-06   0.385236E-07
   257   0.518512E+04   0.737185E+02   0.893299E-04   0.737185E+02   0.292277E+01   0.439488E-06   0.893299E-04   0.439488E-06   0.383488E-07
   258   0.516398E+04   0.752109E+02   0.885706E-04   0.752109E+02   0.301857E+01   0.450917E-06   0.885706E-04   0.450917E-06   0.381753E-07
   259   0.514238E+04   0.766810E+02   0.878173E-04   0.766810E+02   0.311655E+01   0.462284E-06   0.878173E-04   0.462284E-06   0.380030E-07
   260   0.512042E+04   0.781440E+02   0.870699E-04   0.781440E+02   0.321672E+01   0.473591E-06   0.870699E-04   0.473591E-06   0.378320E-07
   261   0.509794E+04   0.795774E+02   0.863285E-04   0.795774E+02   0.331899E+01   0.484839E-06   0.863285E-04   0.484839E-06   0.376621E-07
   262   0.507494E+04   0.810036E+02   0.855929E-04   0.810036E+02   0.342360E+01   0.496026E-06   0.855929E-04   0.496026E-06   0.374934E-07
   263   0.505179E+04   0.824151E+02   0.848630E-04   0.824151E+02   0.353032E+01   0.507155E-06   0.848630E-04   0.507155E-06   0.373259E-07
   264   0.502805E+04   0.838046E+02   0.841390E-04   0.838046E+02   0.363922E+01   0.518227E-06   0.841390E-04   0.518227E-06   0.371596E-07
   265   0.500378E+04   0.851646E+02   0.834206E-04   0.851646E+02   0.375024E+01   0.529241E-06   0.834206E-04   0.529241E-06   0.369944E-07
   266   0.497922E+04   0.865174E+02   0.827078E-04   0.865174E+02   0.386359E+01   0.540198E-06   0.827078E-04   0.540198E-06   0.368304E-07
   267   0.495415E+04   0.878407E+02   0.820006E-04   0.878407E+02   0.397891E+01   0.551099E-06   0.820006E-04   0.551099E-06   0.366675E-07
   268   0.492870E+04   0.891495E+02   0.812989E-04   0.891495E+02   0.409656E+01   0.561945E-06   0.812989E-04   0.561945E-06   0.365057E-07
   269   0.490273E+04   0.904363E+02   0.806026E-04   0.904363E+02   0.421625E+01   0.572736E-06   0.806026E-04   0.572736E-06   0.363451E-07
   270   0.487653E+04   0.917011E+02   0.799117E-04   0.917011E+02   0.433806E+01   0.583473E-06   0.799117E-04   0.583473E-06   0.361856E-07
   271   0.484990E+04   0.929438E+02   0.792262E-04   0.929438E+02   0.446191E+01   0.594156E-06   0.792262E-04   0.594156E-06   0.360271E-07
   272   0.482304E+04   0.941572E+02   0.785460E-04   0.941572E+02   0.458810E+01   0.604787E-06   0.785460E-04   0.604787E-06   0.358698E-07
   273   0.479574E+04   0.953561E+02   0.778710E-04   0.953561E+02   0.471604E+01   0.615366E-06   0.778710E-04   0.615366E-06   0.357135E-07
   274   0.476814E+04   0.965182E+02   0.772011E-04   0.965182E+02   0.484631E+01   0.625893E-06   0.772011E-04   0.625893E-06   0.355583E-07
   275   0.474016E+04   0.976658E+02   0.765364E-04   0.976658E+02   0.497841E+01   0.636370E-06   0.765364E-04   0.636370E-06   0.354042E-07
   276   0.471197E+04   0.987766E+02   0.758768E-04   0.987766E+02   0.511255E+01   0.646796E-06   0.758768E-04   0.646796E-06   0.352511E-07
   277   0.468333E+04   0.998729E+02   0.752221E-04   0.998729E+02   0.524873E+01   0.657173E-06   0.752221E-04   0.657173E-06   0.350990E-07
   278   0.465447E+04   0.100932E+03   0.745724E-04   0.100932E+03   0.538689E+01   0.667502E-06   0.745724E-04   0.667502E-06   0.349480E-07
   279   0.462532E+04   0.101963E+03   0.739276E-04   0.101963E+03   0.552695E+01   0.677782E-06   0.739276E-04   0.677782E-06   0.347979E-07
   280   0.459586E+04   0.102978E+03   0.732876E-04   0.102978E+03   0.566890E+01   0.688014E-06   0.732876E-04   0.688014E-06   0.346489E-07
   281   0.456626E+04   0.103958E+03   0.726524E-04   0.103958E+03   0.581283E+01   0.698200E-06   0.726524E-04   0.698200E-06   0.345009E-07
   282   0.453622E+04   0.104907E+03   0.720219E-04   0.104907E+03   0.595843E+01   0.708340E-06   0.720219E-04   0.708340E-06   0.343539E-07
   283   0.450603E+04   0.105828E+03   0.713960E-04   0.105828E+03   0.610593E+01   0.718434E-06   0.713960E-04   0.718434E-06   0.342078E-07
   284   0.447561E+04   0.106719E+03   0.707748E-04   0.106719E+03   0.625526E+01   0.728483E-06   0.707748E-04   0.728483E-06   0.340627E-07
   285   0.444498E+04   0.107581E+03   0.701582E-04   0.107581E+03   0.640642E+01   0.738488E-06   0.701582E-04   0.738488E-06   0.339185E-07
   286   0.441404E+04   0.108407E+03   0.695460E-04   0.108407E+03   0.655926E+01   0.748449E-06   0.695460E-04   0.748449E-06   0.337753E-07
   287   0.438289E+04   0.109210E+03   0.689383E-04   0.109210E+03   0.671377E+01   0.758368E-06   0.689383E-04   0.758368E-06   0.336331E-07
   288   0.435159E+04   0.109977E+03   0.683349E-04   0.109977E+03   0.686997E+01   0.768244E-06   0.683349E-04   0.768244E-06   0.334917E-07
   289   0.432007E+04   0.110715E+03   0.677359E-04   0.110715E+03   0.702777E+01   0.778079E-06   0.677359E-04   0.778079E-06   0.333513E-07
   290   0.428840E+04   0.111424E+03   0.671412E-04   0.111424E+03   0.718703E+01   0.787872E-06   0.671412E-04   0.787872E-06   0.332117E-07
   291   0.425658E+04   0.112088E+03   0.665507E-04   0.112088E+03   0.734850E+01   0.797626E-06   0.665507E-04   0.797626E-06   0.330731E-07
   292   0.422432E+04   0.112731E+03   0.659643E-04   0.112731E+03   0.751105E+01   0.807340E-06   0.659643E-04   0.807340E-06   0.329353E-07
   293   0.419220E+04   0.113330E+03   0.653820E-04   0.113330E+03   0.767432E+01   0.817015E-06   0.653820E-04   0.817015E-06   0.327984E-07
   294   0.415979E+04   0.113907E+03   0.648038E-04   0.113907E+03   0.783980E+01   0.826651E-06   0.648038E-04   0.826651E-06   0.326624E-07
   295   0.412746E+04   0.114440E+03   0.642296E-04   0.114440E+03   0.800599E+01   0.836250E-06   0.642296E-04   0.836250E-06   0.325272E-07
   296   0.409483E+04   0.114944E+03   0.636593E-04   0.114944E+03   0.817439E+01   0.845812E-06   0.636593E-04   0.845812E-06   0.323928E-07
   297   0.406213E+04   0.115419E+03   0.630929E-04   0.115419E+03   0.834276E+01   0.855338E-06   0.630929E-04   0.855338E-06   0.322593E-07
   298   0.402921E+04   0.115850E+03   0.625303E-04   0.115850E+03   0.851335E+01   0.864828E-06   0.625303E-04   0.864828E-06   0.321266E-07
   299   0.399629E+04   0.116245E+03   0.619715E-04   0.116245E+03   0.868539E+01   0.874283E-06   0.619715E-04   0.874283E-06   0.319947E-07
   300   0.396322E+04   0.116603E+03   0.614164E-04   0.116603E+03   0.885742E+01   0.883703E-06   0.614164E-04   0.883703E-06   0.318637E-07
   301   0.393008E+04   0.116932E+03   0.608649E-04   0.116932E+03   0.903091E+01   0.893089E-06   0.608649E-04   0.893089E-06   0.317334E-07
   302   0.389694E+04   0.117232E+03   0.603171E-04   0.117232E+03   0.920513E+01   0.902436E-06   0.603171E-04   0.902436E-06   0.316038E-07
   303   0.386372E+04   0.117488E+03   0.597730E-04   0.117488E+03   0.938081E+01   0.911740E-06   0.597730E-04   0.911740E-06   0.314751E-07
   304   0.383044E+04   0.117700E+03   0.592325E-04   0.117700E+03   0.955797E+01   0.920995E-06   0.592325E-04   0.920995E-06   0.313471E-07
   305   0.379715E+04   0.117883E+03   0.586957E-04   0.117883E+03   0.973511E+01   0.930197E-06   0.586957E-04   0.930197E-06   0.312199E-07
   306   0.376379E+04   0.118029E+03   0.581625E-04   0.118029E+03   0.991298E+01   0.939340E-06   0.581625E-04   0.939340E-06   0.310935E-07
   307   0.373043E+04   0.118132E+03   0.576331E-04   0.118132E+03   0.100916E+02   0.948420E-06   0.576331E-04   0.948420E-06   0.309678E-07
   308   0.369707E+04   0.118212E+03   0.571073E-04   0.118212E+03   0.102724E+02   0.957432E-06   0.571073E-04   0.957432E-06   0.308428E-07
   309   0.366379E+04   0.118242E+03   0.565851E-04   0.118242E+03   0.104525E+02   0.966370E-06   0.565851E-04   0.966370E-06   0.307186E-07
   310   0.363043E+04   0.118242E+03   0.560667E-04   0.118242E+03   0.106325E+02   0.975231E-06   0.560667E-04   0.975231E-06   0.305952E-07
   311   0.359715E+04   0.118198E+03   0.555519E-04   0.118198E+03   0.108148E+02   0.984008E-06   0.555519E-04   0.984008E-06   0.304724E-07
   312   0.356393E+04   0.118125E+03   0.550409E-04   0.118125E+03   0.109964E+02   0.992697E-06   0.550409E-04   0.992697E-06   0.303504E-07
   313   0.353072E+04   0.118008E+03   0.545335E-04   0.118008E+03   0.111786E+02   0.100129E-05   0.545335E-04   0.100129E-05   0.302291E-07
   314   0.349758E+04   0.117862E+03   0.540298E-04   0.117862E+03   0.113617E+02   0.100979E-05   0.540298E-04   0.100979E-05   0.301086E-07
   315   0.346452E+04   0.117672E+03   0.535298E-04   0.117672E+03   0.115440E+02   0.101819E-05   0.535298E-04   0.101819E-05   0.299887E-07
   316   0.343153E+04   0.117445E+03   0.530334E-04   0.117445E+03   0.117270E+02   0.102647E-05   0.530334E-04   0.102647E-05   0.298695E-07
   317   0.339861E+04   0.117181E+03   0.525408E-04   0.117181E+03   0.119093E+02   0.103465E-05   0.525408E-04   0.103465E-05   0.297511E-07
   318   0.336576E+04   0.116881E+03   0.520519E-04   0.116881E+03   0.120930E+02   0.104271E-05   0.520519E-04   0.104271E-05   0.296333E-07
